BE_LiST22-0021,서울종로약국,Seoul Jongno Pharmacy,首尔钟路药店,서울특별시 종로구 대학로 117 (명륜4가),117 Daehak-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,혜화동,02-3676-1400,영어,English,英语,128.611677426,35.8950094258
BE_LiST22-0022,성심약국,Seongsim Pharmacy,圣心药店,서울특별시 종로구 지봉로 61 1층 (창신동),61 Jibong-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,창신1동,02-743-2062,영어,English,英语,127.015477215,37.5755269302
BE_LiST22-0023,성진약국,Seongjin Pharmacy,成真药店,서울특별시 종로구 창경궁로 271-1 (혜화동),271-1 Changgyeonggung-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,혜화동,02-762-2211,영어,English,英语,127.000602325,37.5855686182
BE_LiST22-0024,숭인약국,Sungin Pharmacy,崇仁药店,서울특별시 종로구 종로 407 1층 (숭인동),407 Jong-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,숭인2동,02-929-0754,영어,English,英语,127.022323767,37.5754933982
BE_LiST22-0025,숭인다모아약국,Sungin Damoa Pharmacy,崇仁多莫尔药店,서울특별시 종로구 지봉로8길 54 (숭인동),54 Jibong-ro 8-gil Jongno-gu Seoul Republic of Korea,서울특별시,종로구,숭인1동,02-765-5885,영어,English,英语,127.015731046,37.5767378332
BE_LiST22-0026,시민약국,Simin Pharmacy,市民药店,서울특별시 종로구 자하문로 2 (적선동),2 Jahamun-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,사직동,02-736-6512,영어,English,英语,126.972731184,37.5763465023
BE_LiST22-0027,열린약국,Yeollin Pharmacy,开放药店,서울특별시 종로구 종로 204 (종로4가),204 Jong-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,종로1.2.3.4가동,02-2264-8211,영어 일어,English Japanese,英语 日本,127.000330534,37.5707130273
BE_LiST22-0028,인제약국,Inje Pharmacy,仁济药店,서울특별시 종로구 종로 194 (종로4가),194 Jong-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,종로1.2.3.4가동,02-2266-4312,영어 일어,English Japanese,英语 日本,126.999171403,37.5706337373
BE_LiST22-0029,정문약국,Jeongmun Pharmacy,正门药店,서울특별시 종로구 창경궁로 162-2 (원남동),162-2 Changgyeonggung-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,종로1.2.3.4가동,02-765-7200,영어 일어 중국어,English Chinese,英语 中国 ,126.997686073,37.5768902257
BE_LiST22-0030,제신약국,Jesin Pharmacy,济新药店,서울특별시 종로구 종로 266 D동 (종로6가),266 Jong-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,종로5.6가동,02-2279-7388,영어,English,英语,127.007330602,37.5707055922
BE_LiST22-0031,종근당약국,Jonggeundang Pharmacy,钟根堂药店,서울특별시 종로구 종로 230-1 (종로5가),230-1 Jong-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,종로5.6가동,02-2274-1311,영어 일어,English Japanese,英语 日本,127.003296284,37.5707814574
BE_LiST22-0032,종로백제약국,Jongno Baekje Pharmacy,钟路百济药店,서울특별시 종로구 종로 235 (종로5가),235 Jong-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,종로5.6가동,02-745-8492,영어,English,英语,127.003989072,37.5712607655
BE_LiST22-0033,종로프라자약국,Jongno Plaza Pharmacy,钟路广场药店,서울특별시 종로구 자하문로 63 (옥인동),63 Jahamun-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,청운효자동,02-736-0806,영어,English,英语,126.970591814,37.5815861699
BE_LiST22-0034,충신약국,Chungsin Pharmacy,忠信药店,서울특별시 종로구 율곡로 259 (충신동),259 Yulgok-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,종로5.6가동,02-762-9909,영어,English,英语,127.006814727,37.574006869
BE_LiST22-0035,한독약국,Handok Pharmacy,韩德药店,서울특별시 종로구 동숭길 52 (동숭동),52 Dongsung-gil Jongno-gu Seoul Republic of Korea,서울특별시,종로구,이화동,02-762-4636,영어,English,英语,127.004437886,37.5805770328
BE_LiST22-0036,함춘약국,Hamchun Pharmacy,含春药店,서울특별시 종로구 대학로 93 (연건동),93 Daehak-ro Jongno-gu Seoul Republic of Korea,서울특별시,종로구,이화동,02-741-0370,영어,English,英语,128.610002538,35.8934603119
BE_LiST22-0037,세계약국,Saegye Pharmacy,东西药店,서울특별시 중구 남대문로 67 명동지하상가바-2 (남대문로2가),67 Namdaemun-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,소공동,02-776-8000,영어 일본어 중국어,English Chinese,英语 中国 ,126.981532651,37.5634855966
BE_LiST22-0038,서울약국,Seoul Pharmacy,东亚药店,서울특별시 중구 세종대로21길 63 (태평로1가),63 Sejong-daero 21-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-737-2636,영어,English,英语,126.975817213,37.5691572349
BE_LiST22-0039,백조약국,Baekjo Pharmacy,同仁药店,서울특별시 중구 세종대로21길 61 (태평로1가),61 Sejong-daero 21-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-738-8808,영어 일본어 중국어,English Chinese,英语 中国 ,126.975885141,37.569121209
BE_LiST22-0040,인우약국,Inu Pharmacy,梅迪克首尔药店,서울특별시 중구 중림로 21 (중림동),21 Jungnim-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,중림동,02-392-7291,영어,English,英语,126.966069025,37.5589807856
BE_LiST22-0041,남시약국,Namsi Pharmacy,信任药店,서울특별시 중구 남대문로 18 (남대문로3가),18 Namdaemun-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,소공동,02-753-7466,영어 일본어,English Japanese,英语 日本,126.977744009,37.5607675375
BE_LiST22-0042,희구약국,Huigu Pharmacy,宝光药店,서울특별시 중구 남대문시장4길 35 (남창동),35 Namdaemunsijang 4-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,회현동,02-752-0229,영어,English,英语,126.977341759,37.5585329885
BE_LiST22-0043,새삼성약국,Saesamseong Pharmacy,宝蓝药店,서울특별시 중구 남대문로 16-1 (남대문로4가),16-1 Namdaemun-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,소공동,02-756-3301,영어,English,英语,126.977612719,37.5607639087
BE_LiST22-0044,서울왕약국,Seoul Wang Pharmacy,宝玲药店,서울특별시 중구 남대문로 22 (남대문로3가),22 Namdaemun-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,소공동,02-3789-7048,영어 일본어,English Japanese,英语 日本,126.978151438,37.5608469013
BE_LiST22-0045,남산우리약국,Namsan Uri Pharmacy,三正芭罗药店,서울특별시 중구 소공로 35 102호 (회현동1가 남산롯데캐슬아이리스),35 Sogong-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,회현동,02-3789-7582,영어 중국어,English Chinese,英语 中国 ,126.9821196,37.5581967
BE_LiST22-0046,대우사약국,Daeusa Pharmacy,钟路第一药店,서울특별시 중구 세종대로 22 (남대문로5가),22 Sejong-daero Jung-gu Seoul Republic of Korea,서울특별시,중구,회현동,02-753-2703,영어,English,英语,126.974290481,37.5585287595
BE_LiST22-0047,신우신약국,Sinusin Pharmacy,新现代药店,서울특별시 중구 세종대로 12 (남대문로5가),12 Sejong-daero Jung-gu Seoul Republic of Korea,서울특별시,중구,회현동,02-752-9086,영어,English,英语,126.97371578,37.5578366671
BE_LiST22-0048,센츄럴팜약국,Saewon Pharmacy,首尔钟路药店,서울특별시 용산구 한강대로 405 (봉래동2가 경부고속철도서울민자역사),405 Hangang-daero Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,남영동,02-393-5505,영어 일본어,English Japanese,英语 日本,126.969524971,37.5547290204
BE_LiST22-0049,새원약국,Saewon Pharmacy,圣心药店,서울특별시 중구 명동길 52 (명동2가),52 Myeongdong-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-776-4476,영어 일본어 중국어,English Chinese,英语 中国 ,129.167515641,35.3978586556
BE_LiST22-0050,연합약국,Yeonhap Pharmacy,成真药店,서울특별시 중구 퇴계로 120 (남산동1가),120 Toegye-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-778-3451,영어 일본어 중국어,English Chinese,英语 中国 ,126.985078201,37.5605776809
BE_LiST22-0051,새충무약국,Saechungmu Pharmacy,崇仁药店,서울특별시 중구 명동8가길 11 (충무로2가),11 Myeongdong 8ga-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-776-4820,영어,English,英语,126.985666497,37.5618643771
BE_LiST22-0052,푸른약국,Pureun Pharmacy,崇仁多莫尔药店,서울특별시 중구 명동8길 47 (충무로2가),47 Myeongdong 8-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-775-7428,영어 일본어,English Japanese,英语 日本,126.985064403,37.5616624792
BE_LiST22-0053,유네스코약국,Unesco Pharmacy,市民药店,서울특별시 중구 명동길 26  402호 (명동2가 유네스코회관),26 Myeongdong-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-778-7880,영어,English,英语,126.9837532,37.5634827
BE_LiST22-0054,명동중앙약국,Myeongdong Jungang Pharmacy,开放药店,서울특별시 중구 명동8나길 49 102호 (충무로1가 동남빌딩A동),49 Myeongdong 8na-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-777-0505,영어,English,英语,126.9821525,37.5610761
BE_LiST22-0055,명동사랑약국,Myeongdong Sarang Pharmacy,仁济药店,서울특별시 중구 퇴계로 109 1층102호 (충무로1가),109 Toegye-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-778-9975,영어,English,英语,126.983864819,37.560952336
BE_LiST22-0056,오성약국,Oseong Pharmacy,正门药店,서울특별시 중구 퇴계로41길 51 (인현동2가),51 Toegye-ro 41-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,광희동,02-2279-5500,영어,English,英语,126.995468015,37.5640996315
BE_LiST22-0057,성균제일약국,Seonggyun Jeil Pharmacy,济新药店,서울특별시 중구 퇴계로48길 31 (묵정동),31 Toegye-ro 48-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,필동,02-2269-6872,영어,English,英语,127.0000996,37.5611840936
BE_LiST22-0058,신성약국,Sinseong Pharmacy,钟根堂药店,서울특별시 중구 다산로 214 (신당동),214 Dasan-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,동화동,02-2273-1390,영어,English,英语,127.015252628,37.5622498885
BE_LiST22-0059,하나약국,Hana Pharmacy,钟路百济药店,서울특별시 중구 무교로 32 408호 (무교동 효령빌딩),32 Mugyo-ro Jung-gu Seoul Korea,서울특별시,중구,명동,02-755-5155,영어,English,英语,126.9795787,37.5687631
BE_LiST22-0060,을지수약국,Eulji Su Pharmacy,钟路广场药店,서울특별시 중구 마른내로 12 (저동2가),12 Mareunnae-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,을지로동,02-2275-2113,영어,English,英语,126.989115917,37.5646073787
BE_LiST22-0061,필약국,Pil Pharmacy,忠信药店,서울특별시 중구 필동로 14 103호 (필동2가 대평빌딩),14 Pildong-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,필동,02-2268-7552,영어,English,英语,126.9958792,37.560416
BE_LiST22-0062,지하근화사약국,Jiha Geunhwasa Pharmacy,韩德药店,서울특별시 중구 을지로3가 282-8 을지로지하쇼핑센터3구역 311,282-8 Euljiro 3-ga Jung-gu Seoul Republic of Korea,서울특별시,중구,을지로동,02-2272-4986,영어,English,英语,126.9937067,37.5664286
BE_LiST22-0063,장수약국,Jangsu Pharmacy,含春药店,서울특별시 중구 퇴계로86길 6 (신당동),6 Toegye-ro 86-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,신당5동,02-2252-2929,영어,English,英语,127.019599672,37.5652729907
BE_LiST22-0064,신라약국,Silla Pharmacy,明亮世界药店,서울특별시 중구 남대문로9길 16 (다동),16 Namdaemun-ro 9-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,명동,02-777-4826,영어,English,英语,126.981549934,37.566837305
BE_LiST22-0065,보생당약국,Bosaengdang Pharmacy,东部药店,서울특별시 중구 퇴계로 192 (필동1가),192 Toegye-ro Jung-gu Seoul Republic of Korea,서울특별시,중구,필동,02-2267-8830,중국어,Chinese,中国,128.733199223,36.574131617
BE_LiST22-0066,왕란약국,Wangran Pharmacy,王兰药店,서울특별시 중구 을지로44길 20 (광희동1가),20 Eulji-ro 44-gil Jung-gu Seoul Republic of Korea,서울특별시,중구,광희동,02-2267-1492,중국어,Chinese,中国,127.006383814,37.5652528211
BE_LiST22-0067,메디팜최약국,Medipham Choi Pharmacy,美帝发姆崔药店,서울특별시 용산구 청파로 324 1층 (청파동1가),324 Cheongpa-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,청파동,02-715-6009,영어,English,英语,126.970247192,37.548577189
BE_LiST22-0068,명진당약국,Myeongjindang Pharmacy,明真堂药店,서울특별시 용산구 청파로 387 (서계동),387 Cheongpa-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,청파동,02-717-5603,영어,English,英语,126.968796343,37.5542458953
BE_LiST22-0069,소명약국,Somyeong Pharmacy,召命药店,서울특별시 용산구 우사단로 43 (이태원동),43 Usadan-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,이태원1동,02-795-9954,영어,English,英语,126.99543815,37.5341180005
BE_LiST22-0070,전약국,Jeon Pharmacy,全药店,서울특별시 용산구 원효로25길 31 (원효로4가),31 Wonhyo-ro 25-gil Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,원효로2동,02-979-9834,영어,English,英语,126.952581086,37.5328687913
BE_LiST22-0071,종로프라자약국,Jongno Plaza Pharmacy,钟路广场药店,서울특별시 용산구 한강대로23길 55 지하2층 이마트내 (한강로3가),55 Hangang-daero 23-gil Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,한강로동,02-2012-1276,영어,English,英语,126.964742747,37.5297736038
BE_LiST22-0072,제일약국,Jeil Pharmacy,第一药店,서울특별시 용산구 대사관로60 (한남동),60 Daesagwan-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,한남동,02-792-8422,영어,English,英语,127.004756399,37.5332710519
BE_LiST22-0073,현대온누리약국,Hyundae Onnuri Pharmacy,现代温努利药店,서울특별시 용산구 이촌로280 (이촌동),280 Ichon-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,이촌1동,02-795-9842,영어,English,英语,126.977869701,37.5184493907
BE_LiST22-0074,우리약국,Uri Pharmacy,友利药店,서울특별시 용산구 한강대로23길 55 리빙관 6층 218호 (한강로3가),55 Hangang-daero 23-gil Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,한강로동,02-2012-1507,영어,English,英语,126.964742747,37.5297736038
BE_LiST22-0075,가장큰태평양약국,Gajangkeun Taepyeongyang Pharmacy,最大太平洋药店,서울특별시 용산구 대사관로 52 (한남동),52 Daesagwan-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,한남동,02-790-3376,영어,English,英语,127.003892013,37.5333179356
BE_LiST22-0076,공항약국,Gonghang Pharmacy,空港药店,서울특별시 용산구 청파로 378 1층 (동자동),378 Cheongpa-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,남영동,02-313-2780,영어 일본어 중국어,English Chinese,英语 中国 ,126.969366984,37.5536189503
BE_LiST22-0077,수약국,Su Pharmacy,秀药店,서울특별시 용산구 백범로 283 (효창동),283 Baekbeom-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,효창동,02-701-8224,영어,English,英语,126.960872901,37.5396689775
BE_LiST22-0078,이촌프라자약국,Ichon Plaza Pharmacy,二村广场药店,서울특별시 용산구 이촌로88길 3 1층 12-2호 (이촌동),3 Ichon-ro 88-gil Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,이촌1동,02-749-8686,영어,English,英语 ,126.978693316,37.5180278726
BE_LiST22-0079,원효약국,Wonhyo Pharmacy,元晓药店,서울특별시 용산구 원효로 166 103호 (원효로2가 원효아파트),166 Wonhyo-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,원효로1동,02-6407-7234,중국어,Chinese,中国,126.9614906,37.5350152
BE_LiST22-0080,하이약국,Hi Pharmacy,嗨药店,서울특별시 용산구 한강대로 256 1층 (남영동 수빌딩),256 Hangang-daero Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,남영동,070-4122-1004,영어,English,英语,126.97352697,37.5412870841
BE_LiST22-0081,금보약국,Geumbo Pharmacy,金宝药店,서울특별시 용산구 원효로 51ㅡ 110호 (산천동 삼성테마트상가),51 Wonhyo-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,원효로2동,02-718-3673,영어,English,英语,126.950073,37.5338739
BE_LiST22-0082,밝은누리약국,Balgeunnuri Pharmacy,明亮世界药店,서울특별시 용산구 녹사평대로 32길 47 지하1층 (이태원동),47 Noksapyeong-daero 32-gil Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,이태원1동,02-792-2621,영어,English,英语,126.990804059,37.532737397
BE_LiST22-0083,동부약국,Dongbu Pharmacy,东部药店,서울특별시 용산구 이촌로 245 (이촌1동),245 Ichon-ro Yongsan-gu Seoul Republic of Korea,서울특별시,용산구,이촌1동,02-795-6242,일어,Japanese,日本,126.974425894,37.5199479645
BE_LiST22-0084,신금호약국,Singeumho Pharmacy,新金湖药店,서울특별시 성동구 행당로 1 (금호동1가),1 Haengdang-ro Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,금호1가동,02-2282-5230,영어,English,英语,127.020334817,37.554814094
BE_LiST22-0085,평안약국,Pyeongan Pharmacy,平安药店,서울특별시 성동구 고산자로6길 40 (행당동),40 Gosanja-ro 6-gil Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,행당1동,02-2294-8111,영어,English,英语,127.035483426,37.5582198876
BE_LiST22-0086,대학약국,Daehak Pharmacy,大学药店,서울특별시 성동구 사근동길 4 (행당동),4 Sageundong-gil Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,사근동,02-2293-0554,일본어,Japanese,日本,127.041582402,37.5599658314
BE_LiST22-0087,일진약국,Iljin Pharmacy,一真药店,서울특별시 성동구 용답중앙길 80-1 (용답동),80-1 Yongdapjungang-gil Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,용답동,02-2245-3665,영어,English,英语,127.054129248,37.5626673398
BE_LiST22-0088,영민약국,Yeongmin Pharmacy,灵敏药店,서울특별시 성동구 성수일로 10길 32 (성수동2가),32 Seongsuil-ro 10-gil Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,성수2가3동,02-466-1377,영어,English,英语,127.053397661,37.546222663
BE_LiST22-0089,다나을약국,Danaeul Pharmacy,都好药店,서울특별시 성동구 장터1길 2 (금호동3가),2 Jangteo 1-gil Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,금호2.3가동,02-2231-1703,영어,English,英语,127.016942783,37.5486770297
BE_LiST22-0090,기린약국,Girin Pharmacy,麒麟药店,서울특별시 성동구 독서당로 173 (옥수동),173 Dokseodang-ro Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,옥수동,02-2299-8850,영어,English,英语,127.010898836,37.5415634524
BE_LiST22-0091,유명한약국,Umyeonghan Pharmacy,有名药店,서울특별시 성동구 독서당로 295-1 (금호동3가),295-1 Dokseodang-ro Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,금호2.3가동,02-2238-9268,영어,English,英语,127.021958087,37.548387884
BE_LiST22-0092,대중약국,Daejung Pharmacy,大众药店,서울특별시 성동구 왕십리로 379 (하왕십리동),379 Wangsimni-ro Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,왕십리2동,02-2292-4418,영어,English,英语,127.0281021,37.5645504761
BE_LiST22-0093,메디팜한솔약국,Medipham Hansol Pharmacy,美帝发姆韩松药店,서울특별시 성동구 행당로 84 (행당동),84 Haengdang-ro Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,행당2동,02-2282-7948,영어,English,英语,127.028746463,37.556567489
BE_LiST22-0094,명동온누리약국,Myeongdong Onnuri Pharmacy,明洞温努利药店,서울특별시 성동구 고산자로 164 107호 (행당동 행당한신A),164 Gosanja-ro Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,행당1동,02-2281-7292,영어,English,英语,127.0366365,37.5549104
BE_LiST22-0095,혜민약국,Hyemin Pharmacy,惠民药店,서울특별시 성동구 마조로 30 (행당동),30 Majo-ro Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,사근동,02-2293-2729,영어,English,英语,127.041487512,37.5602938277
BE_LiST22-0096,정민약국,Jeongmin Pharmacy,政民药店,서울특별시 성동구 용답중앙 3나길 24 (용답동),24 Yongdapjungang 3na-gil Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,용답동,02-2212-8762,영어,English,英语,127.050701004,37.5678369751
BE_LiST22-0097,제일약국,Jeil Pharmacy,第一药店,서울특별시 성동구 독서당로 378 (응봉동),378 Dokseodang-ro Seongdong-gu Seoul Republic of Korea,서울특별시,성동구,응봉동,02-2293-6946,영어,English,英语,127.030540857,37.5496437701
BE_LiST22-0098,구내약국,Gunae Pharmacy,区内药店,서울특별시 광진구 워커힐로 177 (광장동),177 Walkerhill-ro Gwangjin-gu Seoul Republic of Korea,서울특별시,광진구,광장동,02-450-4759,영어 일본어,English Japanese,英语 日本,127.111706838,37.5586300824
BE_LiST22-0099,천사약국,Cheonsa Pharmacy,天使药店,서울특별시 광진구 능동로 409 1층 (중곡동),409 Neungdong-ro Gwangjin-gu Seoul Republic of Korea,서울특별시,광진구,중곡3동,02-463-9380,영어,English,英语,127.083813983,37.5656088695
BE_LiST22-0100,동서울약국,Dongseoul Pharmacy,东首尔药店,서울특별시 광진구 강변역로 50 124호 (구의동),50 Gangbyeonyeok-ro Gwangjin-gu Seoul Republic of Korea,서울특별시,광진구,구의3동,02-452-0015,영어,English,英语,127.0941841,37.5345385
BE_LiST22-0101,삼성엠 (M)약국,Samseong M Pharmacy,三星M药店,서울특별시 동대문구 왕산로 247-1 (청량리동),247-1 Wangsan-ro Dongdaemun-gu Seoul Republic of Korea,서울특별시,동대문구,청량리동,02-967-3315,영어,English,英语,127.048986167,37.5834249035
